Population,Latitude,Longitude,Year_start,Year_end,Temperature,Sex,Replicate_vial,Wing_thorax_ratio
Rockhampton,-23.40,150.48,2008,2008,29,female,3,2.09
Rockhampton,-23.40,150.48,2008,2008,29,female,3,2.08
Rockhampton,-23.40,150.48,2008,2008,29,female,3,2.08
Rockhampton,-23.40,150.48,2008,2008,29,female,3,2.05
Rockhampton,-23.40,150.48,2008,2008,29,female,3,2.05
Rockhampton,-23.40,150.48,2008,2008,29,female,3,2.15
Rockhampton,-23.40,150.48,2008,2008,29,female,3,2.11
Rockhampton,-23.40,150.48,2008,2008,29,male,1,2.14
Rockhampton,-23.40,150.48,2008,2008,29,male,1,2.10
Rockhampton,-23.40,150.48,2008,2008,29,male,1,2.04
Rockhampton,-23.40,150.48,2008,2008,29,male,1,2.12
Rockhampton,-23.40,150.48,2008,2008,29,male,1,2.19
Rockhampton,-23.40,150.48,2008,2008,29,male,1,2.15
Rockhampton,-23.40,150.48,2008,2008,29,male,1,2.15
Rockhampton,-23.40,150.48,2008,2008,29,male,1,2.11
Rockhampton,-23.40,150.48,2008,2008,29,male,1,2.07
Rockhampton,-23.40,150.48,2008,2008,29,male,2,2.17
Rockhampton,-23.40,150.48,2008,2008,29,male,2,2.21
Rockhampton,-23.40,150.48,2008,2008,29,male,2,2.00
Rockhampton,-23.40,150.48,2008,2008,29,male,2,2.10
Rockhampton,-23.40,150.48,2008,2008,29,male,2,1.98
Rockhampton,-23.40,150.48,2008,2008,29,male,2,2.07
Rockhampton,-23.40,150.48,2008,2008,29,male,2,1.98
Rockhampton,-23.40,150.48,2008,2008,29,male,2,2.07
Rockhampton,-23.40,150.48,2008,2008,29,male,2,2.05
Rockhampton,-23.40,150.48,2008,2008,29,male,2,1.98
Rockhampton,-23.40,150.48,2008,2008,29,male,3,2.10
Rockhampton,-23.40,150.48,2008,2008,29,male,3,2.08
Rockhampton,-23.40,150.48,2008,2008,29,male,3,2.11
Rockhampton,-23.40,150.48,2008,2008,29,male,3,2.05
Rockhampton,-23.40,150.48,2008,2008,29,male,3,2.14
Rockhampton,-23.40,150.48,2008,2008,29,male,3,2.09
Rockhampton,-23.40,150.48,2008,2008,29,male,3,1.99
Rockhampton,-23.40,150.48,2008,2008,29,male,3,2.11
Rockhampton,-23.40,150.48,2008,2008,29,male,3,2.08
Rockhampton,-23.40,150.48,2008,2008,29,male,3,2.11
Maryborough,-25.53,152.68,2008,2008,18,female,1,2.32
Maryborough,-25.53,152.68,2008,2008,18,female,1,2.22
Maryborough,-25.53,152.68,2008,2008,18,female,1,2.24
Maryborough,-25.53,152.68,2008,2008,18,female,1,2.34
Maryborough,-25.53,152.68,2008,2008,18,female,1,2.39
Maryborough,-25.53,152.68,2008,2008,18,female,1,2.38
Maryborough,-25.53,152.68,2008,2008,18,female,1,2.37
Maryborough,-25.53,152.68,2008,2008,18,female,1,2.28
Maryborough,-25.53,152.68,2008,2008,18,female,1,2.22
Maryborough,-25.53,152.68,2008,2008,18,female,1,2.39
Maryborough,-25.53,152.68,2008,2008,18,female,2,2.28
Maryborough,-25.53,152.68,2008,2008,18,female,2,2.31
Maryborough,-25.53,152.68,2008,2008,18,female,2,2.31
Maryborough,-25.53,152.68,2008,2008,18,female,2,2.26
Maryborough,-25.53,152.68,2008,2008,18,female,2,2.38
Maryborough,-25.53,152.68,2008,2008,18,female,2,2.36
Maryborough,-25.53,152.68,2008,2008,18,female,2,2.39
Maryborough,-25.53,152.68,2008,2008,18,female,2,2.36
Maryborough,-25.53,152.68,2008,2008,18,female,2,2.29
Maryborough,-25.53,152.68,2008,2008,18,female,2,2.37
Maryborough,-25.53,152.68,2008,2008,18,female,3,2.45
Maryborough,-25.53,152.68,2008,2008,18,female,3,2.39
Maryborough,-25.53,152.68,2008,2008,18,female,3,2.22
Maryborough,-25.53,152.68,2008,2008,18,female,3,2.33
Maryborough,-25.53,152.68,2008,2008,18,female,3,2.31
Maryborough,-25.53,152.68,2008,2008,18,female,3,2.30
Maryborough,-25.53,152.68,2008,2008,18,female,3,2.31
Maryborough,-25.53,152.68,2008,2008,18,female,3,2.30
Maryborough,-25.53,152.68,2008,2008,18,female,3,2.27
Maryborough,-25.53,152.68,2008,2008,18,female,3,2.38
Maryborough,-25.53,152.68,2008,2008,18,male,1,2.35
Maryborough,-25.53,152.68,2008,2008,18,male,1,2.38
Maryborough,-25.53,152.68,2008,2008,18,male,1,2.47
Maryborough,-25.53,152.68,2008,2008,18,male,1,2.43
Maryborough,-25.53,152.68,2008,2008,18,male,1,2.37
Maryborough,-25.53,152.68,2008,2008,18,male,1,2.37
Maryborough,-25.53,152.68,2008,2008,18,male,1,2.41
Maryborough,-25.53,152.68,2008,2008,18,male,1,2.29
Maryborough,-25.53,152.68,2008,2008,18,male,1,2.48
Maryborough,-25.53,152.68,2008,2008,18,male,2,2.31
Maryborough,-25.53,152.68,2008,2008,18,male,2,2.43
Maryborough,-25.53,152.68,2008,2008,18,male,2,2.38
Maryborough,-25.53,152.68,2008,2008,18,male,2,2.30
Maryborough,-25.53,152.68,2008,2008,18,male,2,2.31
Maryborough,-25.53,152.68,2008,2008,18,male,2,2.33
Maryborough,-25.53,152.68,2008,2008,18,male,2,2.35
Maryborough,-25.53,152.68,2008,2008,18,male,2,2.34
Maryborough,-25.53,152.68,2008,2008,18,male,2,2.31
Maryborough,-25.53,152.68,2008,2008,18,male,2,2.33
Maryborough,-25.53,152.68,2008,2008,18,male,3,2.40
Maryborough,-25.53,152.68,2008,2008,18,male,3,2.41
Maryborough,-25.53,152.68,2008,2008,18,male,3,2.43
Maryborough,-25.53,152.68,2008,2008,18,male,3,2.37
Maryborough,-25.53,152.68,2008,2008,18,male,3,2.48
Maryborough,-25.53,152.68,2008,2008,18,male,3,2.40
Maryborough,-25.53,152.68,2008,2008,18,male,3,2.40
Maryborough,-25.53,152.68,2008,2008,18,male,3,2.45
Maryborough,-25.53,152.68,2008,2008,18,male,3,2.34
Maryborough,-25.53,152.68,2008,2008,18,male,3,2.38
Maryborough,-25.53,152.68,2008,2008,25,female,1,2.14
Maryborough,-25.53,152.68,2008,2008,25,female,1,2.26
Maryborough,-25.53,152.68,2008,2008,25,female,1,2.10
Maryborough,-25.53,152.68,2008,2008,25,female,1,2.12
Maryborough,-25.53,152.68,2008,2008,25,female,1,2.17
Maryborough,-25.53,152.68,2008,2008,25,female,1,2.15
Maryborough,-25.53,152.68,2008,2008,25,female,1,2.18
Maryborough,-25.53,152.68,2008,2008,25,female,1,2.23
Maryborough,-25.53,152.68,2008,2008,25,female,1,2.18
Maryborough,-25.53,152.68,2008,2008,25,female,1,2.16
Maryborough,-25.53,152.68,2008,2008,25,female,2,2.14
Maryborough,-25.53,152.68,2008,2008,25,female,2,2.11
Maryborough,-25.53,152.68,2008,2008,25,female,2,2.08
Maryborough,-25.53,152.68,2008,2008,25,female,2,2.11
Maryborough,-25.53,152.68,2008,2008,25,female,2,2.14
Maryborough,-25.53,152.68,2008,2008,25,female,2,2.02
Maryborough,-25.53,152.68,2008,2008,25,female,2,2.13
Maryborough,-25.53,152.68,2008,2008,25,female,2,2.12
Maryborough,-25.53,152.68,2008,2008,25,female,2,2.10
Maryborough,-25.53,152.68,2008,2008,25,female,2,2.10
Maryborough,-25.53,152.68,2008,2008,25,female,3,2.09
Maryborough,-25.53,152.68,2008,2008,25,female,3,2.14
Maryborough,-25.53,152.68,2008,2008,25,female,3,2.03
Maryborough,-25.53,152.68,2008,2008,25,female,3,2.12
Maryborough,-25.53,152.68,2008,2008,25,female,3,2.10
Maryborough,-25.53,152.68,2008,2008,25,female,3,2.14
Maryborough,-25.53,152.68,2008,2008,25,female,3,2.14
Maryborough,-25.53,152.68,2008,2008,25,female,3,2.21
Maryborough,-25.53,152.68,2008,2008,25,female,3,2.12
Maryborough,-25.53,152.68,2008,2008,25,female,3,2.07
Maryborough,-25.53,152.68,2008,2008,25,male,1,2.09
Maryborough,-25.53,152.68,2008,2008,25,male,1,2.12
Maryborough,-25.53,152.68,2008,2008,25,male,1,2.14
Maryborough,-25.53,152.68,2008,2008,25,male,1,2.24
Maryborough,-25.53,152.68,2008,2008,25,male,1,2.29
Maryborough,-25.53,152.68,2008,2008,25,male,1,2.16
Maryborough,-25.53,152.68,2008,2008,25,male,1,2.21
Maryborough,-25.53,152.68,2008,2008,25,male,1,2.27
Maryborough,-25.53,152.68,2008,2008,25,male,2,2.00
Maryborough,-25.53,152.68,2008,2008,25,male,2,2.10
Maryborough,-25.53,152.68,2008,2008,25,male,2,2.11
Maryborough,-25.53,152.68,2008,2008,25,male,2,2.09
Maryborough,-25.53,152.68,2008,2008,25,male,2,2.18
Maryborough,-25.53,152.68,2008,2008,25,male,2,2.14
Maryborough,-25.53,152.68,2008,2008,25,male,2,2.05
Maryborough,-25.53,152.68,2008,2008,25,male,2,2.11
Maryborough,-25.53,152.68,2008,2008,25,male,2,2.03
Maryborough,-25.53,152.68,2008,2008,25,male,2,2.14
Maryborough,-25.53,152.68,2008,2008,25,male,3,2.27
Maryborough,-25.53,152.68,2008,2008,25,male,3,2.13
Maryborough,-25.53,152.68,2008,2008,25,male,3,2.12
Maryborough,-25.53,152.68,2008,2008,25,male,3,2.06
Maryborough,-25.53,152.68,2008,2008,25,male,3,2.18
Maryborough,-25.53,152.68,2008,2008,25,male,3,2.09
Maryborough,-25.53,152.68,2008,2008,25,male,3,2.07
Maryborough,-25.53,152.68,2008,2008,25,male,3,2.15
Maryborough,-25.53,152.68,2008,2008,25,male,3,2.09
Maryborough,-25.53,152.68,2008,2008,25,male,3,2.13
Maryborough,-25.53,152.68,2008,2008,29,female,1,2.17
Maryborough,-25.53,152.68,2008,2008,29,female,1,2.09
Maryborough,-25.53,152.68,2008,2008,29,female,1,2.16
Maryborough,-25.53,152.68,2008,2008,29,female,1,2.17
Maryborough,-25.53,152.68,2008,2008,29,female,1,2.07
Maryborough,-25.53,152.68,2008,2008,29,female,1,2.10
Maryborough,-25.53,152.68,2008,2008,29,female,1,2.20
Maryborough,-25.53,152.68,2008,2008,29,female,1,2.11
Maryborough,-25.53,152.68,2008,2008,29,female,1,2.09
Maryborough,-25.53,152.68,2008,2008,29,female,1,2.14
Maryborough,-25.53,152.68,2008,2008,29,female,2,2.11
Maryborough,-25.53,152.68,2008,2008,29,female,2,2.07
Maryborough,-25.53,152.68,2008,2008,29,female,2,2.06
Maryborough,-25.53,152.68,2008,2008,29,female,2,2.01
Maryborough,-25.53,152.68,2008,2008,29,female,2,2.13
Maryborough,-25.53,152.68,2008,2008,29,female,2,2.20
Maryborough,-25.53,152.68,2008,2008,29,female,2,2.15
Maryborough,-25.53,152.68,2008,2008,29,female,2,2.15
Maryborough,-25.53,152.68,2008,2008,29,female,2,2.14
Maryborough,-25.53,152.68,2008,2008,29,female,2,2.11
Maryborough,-25.53,152.68,2008,2008,29,female,3,2.14
Maryborough,-25.53,152.68,2008,2008,29,female,3,2.04
Maryborough,-25.53,152.68,2008,2008,29,female,3,2.20
Maryborough,-25.53,152.68,2008,2008,29,female,3,2.15
Maryborough,-25.53,152.68,2008,2008,29,female,3,2.14
Maryborough,-25.53,152.68,2008,2008,29,female,3,2.25
Maryborough,-25.53,152.68,2008,2008,29,female,3,2.11
Maryborough,-25.53,152.68,2008,2008,29,female,3,2.09
Maryborough,-25.53,152.68,2008,2008,29,female,3,2.05
Maryborough,-25.53,152.68,2008,2008,29,female,3,2.08
Maryborough,-25.53,152.68,2008,2008,29,male,1,2.06
Maryborough,-25.53,152.68,2008,2008,29,male,1,2.10
Maryborough,-25.53,152.68,2008,2008,29,male,1,2.14
Maryborough,-25.53,152.68,2008,2008,29,male,1,2.12
Maryborough,-25.53,152.68,2008,2008,29,male,1,2.15
Maryborough,-25.53,152.68,2008,2008,29,male,1,2.06
Maryborough,-25.53,152.68,2008,2008,29,male,1,2.13
Maryborough,-25.53,152.68,2008,2008,29,male,1,2.00
Maryborough,-25.53,152.68,2008,2008,29,male,1,2.11
Maryborough,-25.53,152.68,2008,2008,29,male,2,2.12
Maryborough,-25.53,152.68,2008,2008,29,male,2,2.11
Maryborough,-25.53,152.68,2008,2008,29,male,2,2.03
Maryborough,-25.53,152.68,2008,2008,29,male,2,2.18
Maryborough,-25.53,152.68,2008,2008,29,male,2,2.09
Maryborough,-25.53,152.68,2008,2008,29,male,2,2.10
Maryborough,-25.53,152.68,2008,2008,29,male,2,2.08
Maryborough,-25.53,152.68,2008,2008,29,male,2,2.08
Maryborough,-25.53,152.68,2008,2008,29,male,2,2.22
Maryborough,-25.53,152.68,2008,2008,29,male,3,2.14
Maryborough,-25.53,152.68,2008,2008,29,male,3,2.16
Maryborough,-25.53,152.68,2008,2008,29,male,3,2.10
Maryborough,-25.53,152.68,2008,2008,29,male,3,2.14
Maryborough,-25.53,152.68,2008,2008,29,male,3,2.08
Maryborough,-25.53,152.68,2008,2008,29,male,3,2.01
Maryborough,-25.53,152.68,2008,2008,29,male,3,2.11
Maryborough,-25.53,152.68,2008,2008,29,male,3,2.13
Maryborough,-25.53,152.68,2008,2008,29,male,3,2.06
Maryborough,-25.53,152.68,2008,2008,29,male,3,2.09
Redland_Bay,-27.60,153.30,2008,2008,18,female,1,2.43
Redland_Bay,-27.60,153.30,2008,2008,18,female,1,2.37
Redland_Bay,-27.60,153.30,2008,2008,18,female,1,2.35
Redland_Bay,-27.60,153.30,2008,2008,18,female,1,2.32
Redland_Bay,-27.60,153.30,2008,2008,18,female,1,2.41
Redland_Bay,-27.60,153.30,2008,2008,18,female,1,2.36
Redland_Bay,-27.60,153.30,2008,2008,18,female,1,2.39
Redland_Bay,-27.60,153.30,2008,2008,18,female,1,2.34
Redland_Bay,-27.60,153.30,2008,2008,18,female,1,2.20
Redland_Bay,-27.60,153.30,2008,2008,18,female,1,2.37
Redland_Bay,-27.60,153.30,2008,2008,18,female,2,2.33
Redland_Bay,-27.60,153.30,2008,2008,18,female,2,2.41
Redland_Bay,-27.60,153.30,2008,2008,18,female,2,2.34
Redland_Bay,-27.60,153.30,2008,2008,18,female,2,2.29
Redland_Bay,-27.60,153.30,2008,2008,18,female,2,2.38
Redland_Bay,-27.60,153.30,2008,2008,18,female,2,2.34
Redland_Bay,-27.60,153.30,2008,2008,18,female,2,2.32
Redland_Bay,-27.60,153.30,2008,2008,18,female,2,2.33
Redland_Bay,-27.60,153.30,2008,2008,18,female,2,2.31
Redland_Bay,-27.60,153.30,2008,2008,18,female,2,2.29
Redland_Bay,-27.60,153.30,2008,2008,18,female,3,2.37
Redland_Bay,-27.60,153.30,2008,2008,18,female,3,2.27
Redland_Bay,-27.60,153.30,2008,2008,18,female,3,2.32
Redland_Bay,-27.60,153.30,2008,2008,18,female,3,2.27
Redland_Bay,-27.60,153.30,2008,2008,18,female,3,2.34
Redland_Bay,-27.60,153.30,2008,2008,18,female,3,2.42
Redland_Bay,-27.60,153.30,2008,2008,18,female,3,2.38
Redland_Bay,-27.60,153.30,2008,2008,18,female,3,2.43
Redland_Bay,-27.60,153.30,2008,2008,18,female,3,2.38
Redland_Bay,-27.60,153.30,2008,2008,18,female,3,2.29
Redland_Bay,-27.60,153.30,2008,2008,18,male,1,2.45
Redland_Bay,-27.60,153.30,2008,2008,18,male,1,2.30
Redland_Bay,-27.60,153.30,2008,2008,18,male,1,2.42
Redland_Bay,-27.60,153.30,2008,2008,18,male,1,2.35
Redland_Bay,-27.60,153.30,2008,2008,18,male,1,2.44
Redland_Bay,-27.60,153.30,2008,2008,18,male,1,2.34
Redland_Bay,-27.60,153.30,2008,2008,18,male,1,2.39
Redland_Bay,-27.60,153.30,2008,2008,18,male,1,2.46
Redland_Bay,-27.60,153.30,2008,2008,18,male,1,2.44
Redland_Bay,-27.60,153.30,2008,2008,18,male,1,2.46
Redland_Bay,-27.60,153.30,2008,2008,18,male,2,2.41
Redland_Bay,-27.60,153.30,2008,2008,18,male,2,2.36
Redland_Bay,-27.60,153.30,2008,2008,18,male,2,2.40
Redland_Bay,-27.60,153.30,2008,2008,18,male,2,2.38
Redland_Bay,-27.60,153.30,2008,2008,18,male,2,2.47
Redland_Bay,-27.60,153.30,2008,2008,18,male,2,2.37
Redland_Bay,-27.60,153.30,2008,2008,18,male,2,2.40
Redland_Bay,-27.60,153.30,2008,2008,18,male,2,2.38
Redland_Bay,-27.60,153.30,2008,2008,18,male,2,2.41
Redland_Bay,-27.60,153.30,2008,2008,18,male,3,2.36
Redland_Bay,-27.60,153.30,2008,2008,18,male,3,2.27
Redland_Bay,-27.60,153.30,2008,2008,18,male,3,2.35
Redland_Bay,-27.60,153.30,2008,2008,18,male,3,2.45
Redland_Bay,-27.60,153.30,2008,2008,18,male,3,2.36
Redland_Bay,-27.60,153.30,2008,2008,18,male,3,2.32
Redland_Bay,-27.60,153.30,2008,2008,18,male,3,2.46
Redland_Bay,-27.60,153.30,2008,2008,18,male,3,2.35
Redland_Bay,-27.60,153.30,2008,2008,18,male,3,2.30
Redland_Bay,-27.60,153.30,2008,2008,18,male,3,2.38
Redland_Bay,-27.60,153.30,2008,2008,25,female,1,2.14
Redland_Bay,-27.60,153.30,2008,2008,25,female,1,2.10
Redland_Bay,-27.60,153.30,2008,2008,25,female,1,2.15
Redland_Bay,-27.60,153.30,2008,2008,25,female,1,2.11
Redland_Bay,-27.60,153.30,2008,2008,25,female,1,2.16
Redland_Bay,-27.60,153.30,2008,2008,25,female,1,2.04
Redland_Bay,-27.60,153.30,2008,2008,25,female,1,2.23
Redland_Bay,-27.60,153.30,2008,2008,25,female,1,2.10
Redland_Bay,-27.60,153.30,2008,2008,25,female,1,2.04
Redland_Bay,-27.60,153.30,2008,2008,25,female,2,2.11
Redland_Bay,-27.60,153.30,2008,2008,25,female,2,2.10
Redland_Bay,-27.60,153.30,2008,2008,25,female,2,2.11
Redland_Bay,-27.60,153.30,2008,2008,25,female,2,2.15
Redland_Bay,-27.60,153.30,2008,2008,25,female,2,2.07
Redland_Bay,-27.60,153.30,2008,2008,25,female,2,2.18
Redland_Bay,-27.60,153.30,2008,2008,25,female,2,2.11
Redland_Bay,-27.60,153.30,2008,2008,25,female,2,2.16
Redland_Bay,-27.60,153.30,2008,2008,25,female,3,2.13
Redland_Bay,-27.60,153.30,2008,2008,25,female,3,2.15
Redland_Bay,-27.60,153.30,2008,2008,25,female,3,2.10
Redland_Bay,-27.60,153.30,2008,2008,25,female,3,2.15
Redland_Bay,-27.60,153.30,2008,2008,25,female,3,2.16
Redland_Bay,-27.60,153.30,2008,2008,25,female,3,2.10
Redland_Bay,-27.60,153.30,2008,2008,25,female,3,2.09
Redland_Bay,-27.60,153.30,2008,2008,25,female,3,2.15
Redland_Bay,-27.60,153.30,2008,2008,25,female,3,2.10
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.10
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.10
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.22
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.08
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.12
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.17
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.11
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.17
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.17
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.19
Redland_Bay,-27.60,153.30,2008,2008,25,male,1,2.17
Redland_Bay,-27.60,153.30,2008,2008,25,male,2,2.12
Redland_Bay,-27.60,153.30,2008,2008,25,male,2,2.17
Redland_Bay,-27.60,153.30,2008,2008,25,male,2,2.17
Redland_Bay,-27.60,153.30,2008,2008,25,male,2,2.05
Redland_Bay,-27.60,153.30,2008,2008,25,male,2,2.23
Redland_Bay,-27.60,153.30,2008,2008,25,male,2,2.07
Redland_Bay,-27.60,153.30,2008,2008,25,male,2,2.19
Redland_Bay,-27.60,153.30,2008,2008,25,male,2,2.15
Redland_Bay,-27.60,153.30,2008,2008,25,male,3,2.08
Redland_Bay,-27.60,153.30,2008,2008,25,male,3,2.16
Redland_Bay,-27.60,153.30,2008,2008,25,male,3,2.05
Redland_Bay,-27.60,153.30,2008,2008,25,male,3,2.07
Redland_Bay,-27.60,153.30,2008,2008,25,male,3,2.15
Redland_Bay,-27.60,153.30,2008,2008,25,male,3,2.13
Redland_Bay,-27.60,153.30,2008,2008,25,male,3,2.14
Redland_Bay,-27.60,153.30,2008,2008,25,male,3,2.08
Redland_Bay,-27.60,153.30,2008,2008,25,male,3,2.13
Redland_Bay,-27.60,153.30,2008,2008,25,male,3,2.04
Redland_Bay,-27.60,153.30,2008,2008,29,female,1,1.97
Redland_Bay,-27.60,153.30,2008,2008,29,female,1,2.14
Redland_Bay,-27.60,153.30,2008,2008,29,female,1,2.12
Redland_Bay,-27.60,153.30,2008,2008,29,female,1,2.11
Redland_Bay,-27.60,153.30,2008,2008,29,female,1,2.08
Redland_Bay,-27.60,153.30,2008,2008,29,female,1,2.17
Redland_Bay,-27.60,153.30,2008,2008,29,female,1,2.08
Redland_Bay,-27.60,153.30,2008,2008,29,female,1,2.19
Redland_Bay,-27.60,153.30,2008,2008,29,female,1,2.22
Redland_Bay,-27.60,153.30,2008,2008,29,female,1,2.06
Redland_Bay,-27.60,153.30,2008,2008,29,female,2,2.10
Redland_Bay,-27.60,153.30,2008,2008,29,female,2,2.09
Redland_Bay,-27.60,153.30,2008,2008,29,female,2,2.07
Redland_Bay,-27.60,153.30,2008,2008,29,female,2,2.07
Redland_Bay,-27.60,153.30,2008,2008,29,female,2,2.05
Redland_Bay,-27.60,153.30,2008,2008,29,female,2,2.08
Redland_Bay,-27.60,153.30,2008,2008,29,female,2,2.09
Redland_Bay,-27.60,153.30,2008,2008,29,female,2,2.15
Redland_Bay,-27.60,153.30,2008,2008,29,female,2,2.12
Redland_Bay,-27.60,153.30,2008,2008,29,female,2,2.17
Redland_Bay,-27.60,153.30,2008,2008,29,female,3,2.09
Redland_Bay,-27.60,153.30,2008,2008,29,female,3,2.16
Redland_Bay,-27.60,153.30,2008,2008,29,female,3,2.08
Redland_Bay,-27.60,153.30,2008,2008,29,female,3,2.18
Redland_Bay,-27.60,153.30,2008,2008,29,female,3,2.09
Redland_Bay,-27.60,153.30,2008,2008,29,female,3,2.22
Redland_Bay,-27.60,153.30,2008,2008,29,female,3,2.17
Redland_Bay,-27.60,153.30,2008,2008,29,female,3,2.03
Redland_Bay,-27.60,153.30,2008,2008,29,female,3,2.12
Redland_Bay,-27.60,153.30,2008,2008,29,female,3,2.18
Redland_Bay,-27.60,153.30,2008,2008,29,male,1,2.12
Redland_Bay,-27.60,153.30,2008,2008,29,male,1,2.01
Redland_Bay,-27.60,153.30,2008,2008,29,male,1,2.04
Redland_Bay,-27.60,153.30,2008,2008,29,male,1,2.03
Redland_Bay,-27.60,153.30,2008,2008,29,male,1,2.04
Redland_Bay,-27.60,153.30,2008,2008,29,male,1,2.23
Redland_Bay,-27.60,153.30,2008,2008,29,male,1,2.13
Redland_Bay,-27.60,153.30,2008,2008,29,male,1,2.11
Redland_Bay,-27.60,153.30,2008,2008,29,male,1,2.03
Redland_Bay,-27.60,153.30,2008,2008,29,male,1,2.15
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,2.06
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,2.09
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,2.03
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,1.90
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,2.22
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,2.10
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,2.10
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,2.16
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,2.17
Redland_Bay,-27.60,153.30,2008,2008,29,male,2,2.05
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,2.03
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,2.18
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,2.21
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,2.12
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,2.14
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,2.18
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,2.10
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,2.03
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,2.12
Redland_Bay,-27.60,153.30,2008,2008,29,male,3,2.17
Ballina,-28.75,153.52,2008,2008,18,female,1,2.32
Ballina,-28.75,153.52,2008,2008,18,female,1,2.31
Ballina,-28.75,153.52,2008,2008,18,female,1,2.22
Ballina,-28.75,153.52,2008,2008,18,female,1,2.27
Ballina,-28.75,153.52,2008,2008,18,female,1,2.32
Ballina,-28.75,153.52,2008,2008,18,female,1,2.27
Ballina,-28.75,153.52,2008,2008,18,female,1,2.32
Ballina,-28.75,153.52,2008,2008,18,female,1,2.34
Ballina,-28.75,153.52,2008,2008,18,female,1,2.49
Ballina,-28.75,153.52,2008,2008,18,female,2,2.29
Ballina,-28.75,153.52,2008,2008,18,female,2,2.38
Ballina,-28.75,153.52,2008,2008,18,female,2,2.33
Ballina,-28.75,153.52,2008,2008,18,female,2,2.28
Ballina,-28.75,153.52,2008,2008,18,female,2,2.30
Ballina,-28.75,153.52,2008,2008,18,female,2,2.33
Ballina,-28.75,153.52,2008,2008,18,female,2,2.33
Ballina,-28.75,153.52,2008,2008,18,female,2,2.35
Ballina,-28.75,153.52,2008,2008,18,female,2,2.29
Ballina,-28.75,153.52,2008,2008,18,female,2,2.26
Ballina,-28.75,153.52,2008,2008,18,female,3,2.34
Ballina,-28.75,153.52,2008,2008,18,female,3,2.27
Ballina,-28.75,153.52,2008,2008,18,female,3,2.35
Ballina,-28.75,153.52,2008,2008,18,female,3,2.36
Ballina,-28.75,153.52,2008,2008,18,female,3,2.43
Ballina,-28.75,153.52,2008,2008,18,female,3,2.34
Ballina,-28.75,153.52,2008,2008,18,female,3,2.30
Ballina,-28.75,153.52,2008,2008,18,female,3,2.24
Ballina,-28.75,153.52,2008,2008,18,female,3,2.34
Ballina,-28.75,153.52,2008,2008,18,female,3,2.30
Ballina,-28.75,153.52,2008,2008,18,male,1,2.30
Ballina,-28.75,153.52,2008,2008,18,male,1,2.29
Ballina,-28.75,153.52,2008,2008,18,male,1,2.49
Ballina,-28.75,153.52,2008,2008,18,male,1,2.32
Ballina,-28.75,153.52,2008,2008,18,male,1,2.31
Ballina,-28.75,153.52,2008,2008,18,male,1,2.36
Ballina,-28.75,153.52,2008,2008,18,male,1,2.41
Ballina,-28.75,153.52,2008,2008,18,male,1,2.29
Ballina,-28.75,153.52,2008,2008,18,male,2,2.23
Ballina,-28.75,153.52,2008,2008,18,male,2,2.30
Ballina,-28.75,153.52,2008,2008,18,male,2,2.22
Ballina,-28.75,153.52,2008,2008,18,male,2,2.20
Ballina,-28.75,153.52,2008,2008,18,male,2,2.42
Ballina,-28.75,153.52,2008,2008,18,male,2,2.38
Ballina,-28.75,153.52,2008,2008,18,male,2,2.39
Ballina,-28.75,153.52,2008,2008,18,male,2,2.31
Ballina,-28.75,153.52,2008,2008,18,male,2,2.31
Ballina,-28.75,153.52,2008,2008,18,male,2,2.41
Ballina,-28.75,153.52,2008,2008,18,male,3,2.26
Ballina,-28.75,153.52,2008,2008,18,male,3,2.37
Ballina,-28.75,153.52,2008,2008,18,male,3,2.44
Ballina,-28.75,153.52,2008,2008,18,male,3,2.49
Ballina,-28.75,153.52,2008,2008,18,male,3,2.37
Ballina,-28.75,153.52,2008,2008,18,male,3,2.32
Ballina,-28.75,153.52,2008,2008,18,male,3,2.39
